,MetadataField,Metadata
0,NSGL Document #:,SGA-N-76-001
1,Sea Grant Program/Affiliate:,National Sea Grant Office
2,Title:,"The Sea Grant Association (SGA) Newsletter (Volume VI, Number 2, 3, 4, 5, 6, 7, 8, January-​November 1976 and Volume VII, Number 1, December 1976)"
3,Author:,"Murphy, Stanley R."
4,,"Popenoe, Hugh L."
5,,"McGillicuddy, Dan F."
6,Publication Year :,1976
7,# Pages / Video Length:,36
8,Publication Type:,periodicals
9,URL:,www.sga.seagran​t.org
10,Abstract:,"Issues of this newsletter contain highlights of the Sea Grant Association activities for the year including: the Washington Report, the Executive Committee, Committees of the Association, Senate Congressional Records, NOAA Department of Commerce Appropriation and budget, National Science Foundation reports, Presidential information, and Sea Grant Association Articles of Organization and other miscellaneous important Washington news to share with the Sea Grant Program."
