,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-95-029
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Mitigating salt-water intrusion through Hiram M. Chittenden Locks
3,Author:,"Mausshardt, Sherrill"
4,,"Singleton, Glen"
5,Publication Year :,1995
6,Source Citation:,"""Journal of Waterway, Port, Coastal and Ocean Engineering,"" 121(4):224-227, July/August 1995."
7,# Pages / Video Length:,4
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,WSG-TA 96-03
10,Project #:,R/EP-3
