,MetadataField,Metadata
0,NSGL Document #:,WASHU-F-98-001
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Septic system videos
3,Author:,"Holdcroft, Jodie"
4,,"King, Teri"
5,Publication Year :,1998
6,# Pages / Video Length:,2
7,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
8,Program Report #:,WSG-AS 98-01
9,Project #:,A/FP-7
10,Abstract:,"This brochure, one of a series on the care and maintenance of on-site sewage systems, particularly covers how to obtain videos that are available on the subject. It lists locations in Mason County, Washington providing free rental of videos on understanding and maintaning an on-site sewage system, pressure distribution systems, sand filter systems and mound systems."
