,MetadataField,Metadata
0,NSGL Document #:,OREXT-G-83-005
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Canning Seafood (revised)
3,Author:,"Raab, Carolyn A."
4,,"Woodburn, Margy"
5,Publication Year :,1983
6,Publisher:,Oregon State University Extension Service
7,# Pages / Video Length:,6
8,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
9,Program Report #:,PNW 194; OREXT-G-83-005
10,Grant/Contract #:,NOAA Sea Grant No. 04-7-158-44085
11,Notes:,"A Pacific Northwest Extension Publication (Oregon, Washington, Idaho)."
12,Abstract:,"Coastal waters, lakes and streams in the U.S. provide a variety of seafoods, including salmon and many other fish, clams, oysters, shrimp, and crab. These delicacies can be enjoyed throughout the year if they are preserved when supplies are abundant. Canning is the method of preservation commonly used. Seafoods are high in quality and safe to eat when canned correctly. This brochure tells you how to do that."
