,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-80-019
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,"PROGRESS AND PROSPECTS FOR FIELD CULTIVATION OF ""IRIDAEA CORDATA"" AND ""GIGARTINA EXASPERATA"""
3,Author:,"MUMFORD, THOMAS F JR"
4,,"WAALAND, J ROBERT"
5,Publication Year :,1980
6,Source Citation:,"PACIFIC SEAWEED AQUACULTURE MEETING PP.92-105 AND 192-228 PACIFIC GROVE, CALIFORNIA MARCH 6-8, 1980"
7,Publication Type:,reprints (not peer-reviewed)
8,Program Report #:,WSG-TA 80-019
9,Abstract:,RED ALGA;SEAWEED;CA​RRAGEENAN;CULTU​RE
