,MetadataField,Metadata
0,NSGL Document #:,WASHU-T-88-003
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,"Tourism in the Columbia River Gorge. A profile of visitors, accommodations, and economic impacts"
3,Author:,"Morse, Kathleen S."
4,,"Anderson, Randall S."
5,Publication Year :,1988
6,# Pages / Video Length:,91
7,Publication Type:,technical reports/surveys​/patents
8,Program Report #:,WSG-AS 88-4
9,Project #:,A/FP-7
10,Abstract:,"This report presents the results of a recent study to provide baseline information on various aspects of Columbia River Gorge tourism. Specific objectives were to: (1) profile activities, socioeconomic characteristics​, attitudes, and expenditure patterns of Gorge visitors; (2) identify trends in visitor numbers associated with important tourism activities; (3) collect time-series data on usage and occupancy rates of visitor facilities; and (4) estimate the impact of visitors' expenditures on levels of local business activity, personal income, and employment."
