,MetadataField,Metadata
0,NSGL Document #:,WASHU-Q-20-003
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Washington Sea Grant Invests in Washington: Program Highlights 2020
3,Author:,"Callender, Russell"
4,Publication Year :,2020
5,Publisher:,Washington Sea Grant
6,# Pages / Video Length:,4
7,Publication Type:,"program reports (annual, progress, planning reports, etc)"
8,Program Report #:,WSG-PM 20-01
9,Project #:,A/ACE-1
10,Abstract:,"Washington Sea Grant (WSG) invests in a range of marine programs supporting four focus areas in Washington State: Sustainable Fisheries and Aquaculture, Healthy Coastal Ecosystems, Resilient Communities and Economies, and Ocean Literacy and Workforce Development. Below is a sampling of programs and recent activity: our-year program evaluation - WSG successfully completed a program-wide evaluation, which is conducted every four years by the National Sea Grant office at NOAA."
