,MetadataField,Metadata
0,NSGL Document #:,WASHU-N-20-004
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Sea Star 2020 (Volume 1)
3,Author:,"Callender, W. Russell (Director)"
4,Editor :,"Larson, Samantha"
5,,"Ricks, Robyn"
6,Publication Year :,2020
7,Publisher:,Washington Sea Grant
8,# Pages / Video Length:,8
9,Publication Type:,periodicals
10,Program Report #:,WSG-MR 20-1
11,Notes:,One entry for the 2020 issues of this newsletter
12,Abstract:,Volume 1 top story: Making Adventure Accessible: Sea Wolf adventures takes passengers with disabilities to the Pacific Northwest's most beautiful places.
