,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-84-003
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,"INCREASES IN PLASMA MELATONIN TITERS ACCOMPANYING SEAWATER ADAPTATION OF COHO SALMON (""ONCORHYNCHUS KISUTCH"")"
3,Author:,"GERN, WILLIAM"
4,,"DICKHOFF, WALTON W"
5,,"FOLMAR, LEROY C"
6,Publication Year :,1984
7,Source Citation:,"GENERAL AND COMPARATIVE ENDOCRINOLOGY, 55( ): 0458-0462, 1984"
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,WSG-TA 83-8
10,Project #:,RA/18
11,Abstract:,SALMON;MELATONI​N;SMOLTIFICATIO​N
