,MetadataField,Metadata
0,NSGL Document #:,WASHU-Q-06-001
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,"New research, outreach and partnership projects for 2006-2007 directory update"
3,Author:,Washington Sea Grant Program
4,Publication Year :,2006
5,# Pages / Video Length:,8
6,Publication Type:,"program reports (annual, progress, planning reports, etc)"
7,Program Report #:,WSG-PM 05-02
8,Project #:,A/PC-05
9,Abstract:,"The following projects have been initiated since the 2004- 2007 Research, Outreach and Partnerships directory was compiled and distributed. For ease of access, the projects have been grouped by Critical Program Area: Living Marine Resources, Ecosystem Health, New Technologies, Economic and Community Development and Education, Training and Public Information. Contact information for new Project Investigators and Washington Sea Grant Program staff is presented at the end of this document."
