,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-82-014
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,"COMPARISON OF THYROID HORMONE BINDING TO HEPATIC NUCLEI OF THE RAT AND A TELEOST (""ONCORHYNCHUS KISUTCH"")"
3,Author:,"DARLING, DOUGLAS S"
4,,"DICKHOFF, WALTON W"
5,,"GORBMAN, AUBREY"
6,Publication Year :,1982
7,Source Citation:,"ENDOCRINOLOGY, 3(06):1936-​1942, 1982"
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,WSG-TA 82-14
10,Project #:,RA-18
11,Abstract:,HORMONE;SALMON;​TELEOST
