,MetadataField,Metadata
0,NSGL Document #:,WASHU-E-99-001
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Environmental education resource directory-​-​Mason County
3,Author:,"Bourgault, Kathrine"
4,Publication Year :,1999
5,# Pages / Video Length:,35
6,Publication Type:,educational materials
7,Program Report #:,WSG-MR 99-17
8,Project #:,A/FP-7
9,Abstract:,"This booklet is designed to be used as a resource for Mason County (Washington) educators who want to integrate environmental education into the classroom curriculum. It includes resource materials, presentations, field trips, and workshops that are available through various local agencies. The directory describes more than 50 activities for students of all grade levels, educators, and the general public. Program listings are divided into three categories (""Watersheds and Wetlands,"" ""Ecology and Habitat,"" and ""Waste Reduction and Recycling"")."
