,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-09-002
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Production of cryoprotectant extracellular polysaccharide substances (EPS) by the marine psychrophilic bacterium Colwellia psychrerythraea strain 34H under extreme conditions
3,Author:,"Marx, Joseph G."
4,,"Carpenter, Shelly D."
5,,"Deming, Jody W."
6,Publication Year :,2009
7,Source Citation:,"""Canadian Journal of Microbiology,"" 55:63-72, 2009 [doi: 10.1139/W08-​130]."
8,DOI #:,10.1139/W08-130
9,# Pages / Video Length:,9
10,Publication Type:,reprints (peer-reviewed)
11,Program Report #:,WSG-TA 08-06
12,Project #:,R/B-50
