,MetadataField,Metadata
0,NSGL Document #:,WASHU-MR-12-004
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Beach walk on the big screen and jellies in the water
3,Author:,"Adams, Jeff"
4,Publication Year :,2012
5,Source Citation:,"Kitsap Sun Puget Sound, blog article, May 23, 2012"
6,# Pages / Video Length:,4
7,Publication Type:,reprints (not peer-reviewed)
8,Program Report #:,WSG-MR 14-05
9,Project #:,A/FP-7
10,Notes:,Blog article
11,URL:,http://pugetsoundblogs.com/sea-life/2012/05/23/beach-walk-on-the-big-screen-and-jellies-in-the-water/#axzz34R8311zB
