,MetadataField,Metadata
0,NSGL Document #:,WASHU-Q-87-001
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Washington Sea Grant Program 1985-1987
3,Author:,"Strickland, Richard"
4,Editor :,"Peyton, Patricia"
5,Publication Year :,1987
6,Publisher:,Washington Sea Grant Program
7,# Pages / Video Length:,52
8,Publication Type:,"program reports (annual, progress, planning reports, etc)"
9,Program Report #:,WSG-PM 88-3
10,Grant/Contract #:,NA84AA-D-00011
11,,NA86AA-D-SG044
12,Abstract:,"The Washington Sea Grant Program is looked to as a nationwide leader in advancing our knowledge and use of the ocean. In this volume, we present some of the highlights of Washington Sea Grant's activities during the years 1985, 1986, and 1987 and suggest some directions the program will be taking in the coming years."
