,MetadataField,Metadata
0,NSGL Document #:,WASHU-G-98-004
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Pumping your septic tank
3,Author:,"King, Teri"
4,,"Holdcroft, Jodie"
5,Publication Year :,1998
6,# Pages / Video Length:,8
7,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
8,Program Report #:,WSG-AS 98-03
9,Project #:,A/FP-7
10,Abstract:,"This brochure, one of a series on the care and maintenance of on-site sewage systems, gives important advice on how to extend the life of a septic system and protect the environment by knowing when and how to pump the tank most effectively."
