,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-01-016
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Chitosan: a polymer from the sea
3,Author:,"Carsten, Laura"
4,Publication Year :,2001
5,Source Citation:,"""Northwest Science and Technology,"" pp. 16-19, Autumn 2001."
6,# Pages / Video Length:,4
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,WSG-MR 01-10
9,Project #:,A/B-2
10,Abstract:,"Chitosan, a marine polymer, has been adapted for uses ranging from water clarification and paper making cosmetics and medical implants. This article is the first in a two- part series about the product's evolution and the researchers who were part of its development."
