,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-95-009
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Dynamic discarding decisions: foraging theory for high-grading in a trawl fishery
3,Author:,"Gillis, Darren M."
4,,"Pikitch, Ellen K."
5,,"Peterman, Randall M."
6,Publication Year :,1995
7,Source Citation:,"""Behavioral Ecology,"" 6(2):146-154, 1995."
8,# Pages / Video Length:,9
9,Publication Type:,reprints (peer-reviewed)
10,Program Report #:,WSG-TA 95-18
11,Abstract:,"The decision by fishermen to discard or retain fish of low value to make room for more valuable fish in the hold of a boat (high-grading) is similar to diet choice problems faced by natural foragers. This study applies the rationale of diet choice theory to high-grading behavior in the Oregon trawl fishery by treating fishermen as foragers who must decide how much of each net's haul to `ingest' before searching for more prey. A state-​dependent, temporal model of discarding behavior within a fishing trip is derived. This optimization considers the availability of differently valued fish, trip quotas set by the regulatory agency, and the risk of premature trip termination due to loss of gear or injury. The results indicate that those parameters affect discarding behavior through their effect on the probability of exceeding the allowable catch, which was considered analogous to gut capacity. High-grading (partial prey consumption) occurred throughout many simulated trips. The predictions were consistent with the trends in discarding observed in the Oregon trawl fleet."
