,MetadataField,Metadata
0,NSGL Document #:,WASHU-W-83-006
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,SALMONID REPRODUCTION AN INTERNATIONAL SYMPOSIUM
3,Editor :,"IWAMOTO, ROBERT N"
4,,"SOWER, STACIA"
5,Publication Year :,1985
6,Source Citation:,SALMONID REPRODUCTION AN INTERNATIONAL SYMPOSIUM REVIEW PAPERS 16
7,# Pages / Video Length:,167
8,Publication Type:,conference/work​shop proceedings
9,Project #:,R/A-36 12FWSG-WO 85-2
10,URL:,http://nsgl.gso​.uri.edu/washu/​washuw83006/was​huw83006index.h​tml
11,Abstract:,ENDOCRINOLOGY;B​ROODSTOCK MANAGEMENT;GENE​TICS;HUSBANDRY;​ NUTRITION
