,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-98-027
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Factors affecting the outcome of territorial contests between hatchery and naturally reared coho salmon parr in the laboratory
3,Author:,"Rhodes, J. S."
4,,"Quinn, T. P."
5,Publication Year :,1998
6,Source Citation:,"""Journal of Fish Biology,"" 53:1220-1230, 1998."
7,# Pages / Video Length:,11
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,WSG-TA 01-06
10,Project #:,R/F-119
11,Abstract:,"In aquarium experiments using coho salmon as a model species, prior residents dominated intruders of the same size but intruders with a 6% length advantage were equally matched against prior residents. Prior winning experience overcame a prior residence effect. Salmon reared in a hatchery dominated size-matched fish from the same parental population reared in a stream. Hatchery-reared salmon also dominated naturally spawned salmon, even when the wild salmon were prior residents. Thus the combined effects of greater size and rearing experience of hatchery-​produced salmon were sufficient to overcome a wild salmon's advantage of prior residence. Efforts to rehabilitate salmonid populations must consider such behavioral interactions if displacement of wild fish is to be prevented."
