,MetadataField,Metadata
0,NSGL Document #:,WASHU-I-17-002
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,The Washington Coast Economist: On the Water's Edge
3,Author:,"Decker, Kevin"
4,Publication Year :,2017
5,# Pages / Video Length:,1
6,Publication Type:,"web/blog sites (topical), other web-based resources"
7,Program Report #:,WSG-MR 17-12
8,Project #:,A/ACE-1
9,Notes:,New topical site
10,URL:,https://wacoast​economist.com
11,Abstract:,"Established in 2017 as a repository of information, resources, articles, and musings to anyone interested in the economy on Washington’s coast. If you love keeping up to date on what makes Washington’s coastal economy tick, then you’ve come to the right place. You might also find random posts about events on the coast or on ecologically relevant topics."
