,MetadataField,Metadata
0,NSGL Document #:,WASHU-T-73-004
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Pacific salmon aquaculture program: incubation and cultivation phases
3,Author:,"Lindberg, John M."
4,Publication Year :,1973
5,Publisher:,"Ocean Systems Inc., U of Washington Sea Grant"
6,# Pages / Video Length:,57
7,Publication Type:,technical reports/surveys​/patents
8,Program Report #:,WSG-MR 73-1
9,Grant/Contract #:,NOAA Sea Grant
10,Abstract:,"This is the final report of a Sea Grant project to demonstrate the feasibility of raising marketable pan-size salmon on a commercial scale in Puget Sound, Washington. 8 total of 2l I, 000 salmon were successfully raised from eggs to an average marketable 12-inch size (approximately 340 grams) in fourteen months using floating net pens. The following phases of the operation are described in this report: l. Incubation of eggs 2. Freshwater cultivation in ponds 3. Saltwater cultivation in net pens 4. Stimulation of public awareness 5. Environmental monitoring."
