,MetadataField,Metadata
0,NSGL Document #:,WASHU-E-99-003
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Environmental education for the natural and human- built environments
3,Author:,Washington Sea Grant
4,Publication Year :,1999
5,# Pages / Video Length:,4
6,Publication Type:,educational materials
7,Program Report #:,WSG-MR 99-16
8,Project #:,A/FP-7
9,Abstract:,"This bulletin reports on the recent activities of the Governor's Council on Environmental Education, which works to improve the environment in Washington State through education. The benefits of community involvement, regional planning, and agency-school collaborations are highlighted."
