,MetadataField,Metadata
0,NSGL Document #:,MDU-N-99-002
1,Sea Grant Program/Affiliate:,Maryland Sea Grant
2,Title:,"Maryland Marine Notes (Volume 17, Numbers 1-2, 3, 4, and 5-6, January-​December 1999)"
3,Editor :,"Rodgers, Sandy"
4,,"Greer, Jack"
5,,"Leffler, Merrill"
6,Publication Year :,2000
7,Publisher:,University of Maryland Sea Grant College Program
8,# Pages / Video Length:,32
9,Publication Type:,periodicals
10,Grant/Contract #:,NOAA Sea Grant
11,Notes:,Four newsletter issues in one entry for 1999
12,Abstract:,"Maryland Marine Notes is published six times a year by the Maryland Sea Grant College for and about the marine research, education and outreach community around the state. The following cover articles are included in these issues: Bringing the Anacostia Back (Washington's ""forgotten river""), by M. Leffler. Land Trusts: Partners in Protecting the Chesapeake, by J. Greer. Oyster Sanctuaries: An ecological approach to restoration, by M. Leffler. Baltimore: The City as Ecosystem, by M. Leffler."
