,MetadataField,Metadata
0,NSGL Document #:,WASHU-T-73-003
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,"OBSERVATIONS OF CURRENTS IN PUGET SOUND, 1970"
3,Author:,"Cannon, Glenn Albert"
4,Publication Year :,1973
5,Publisher:,University of Washington Sea Grant
6,# Pages / Video Length:,77
7,Publication Type:,technical reports/surveys​/patents
8,Program Report #:,WSG-TA 73-7; NOAA Technical Report ERL 260-POL 17
9,Grant/Contract #:,NOAA Sea Grant
10,Abstract:,"Description is given of experiments and of the current measurements made in Puget Sound in 1970. Reference is given to sources of auxiliary tide, wind, runoff, and water-​property data obtained at the same time."
