,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-07-005
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,NOAA science camp: environmental detectives in action
3,Author:,"Hahn, Julie"
4,,"Reichley, Nancy"
5,Publication Year :,2007
6,Source Citation:,"""Current: The Journal of Marine Education,"" 23(2):31-36, 2007."
7,# Pages / Video Length:,6
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,WSG-TA 07-02
10,Abstract:,"In July 2007, marine science came alive for 55 middle school-aged campers, who gathered for a week at NOAA Science Camp on the shore of Lake Washington in Seattle. For the fifth year in a row, campers were encouraged to ""get wet"" -- to jump into science with both feet."
