,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-74-014
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,"CHLOROPLAST STRUCTURE AND PIGMENT COMPOSITION IN THE RED ALGA ""GRIFFITHSIA PACIFICA"": REGULATION BY LIGHT INTENSITY"
3,Author:,"WAALAND, J ROBERT"
4,,"WAALAND, SUSAN D"
5,,"BATES, GEORGE"
6,Publication Year :,1974
7,Source Citation:,"JOURNAL OF PHYCOLOGY, 10(02):0193-​0199, 1974"
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,WSG-TA 74-23
10,Abstract:,ALGAE;PIGMENT;L​IGHT
