,MetadataField,Metadata
0,NSGL Document #:,WASHU-W-96-002
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Directory: developing educational partnerships in the Columbia River basin
3,Editor :,"Spranger, Mike"
4,Publication Year :,1996
5,Source Citation:,"Second annual conference, Stevenson, Washington, March 20, 1996."
6,# Pages / Video Length:,80
7,Publication Type:,conference/work​shop proceedings
8,Program Report #:,WSG-AS 96-02
9,Project #:,A/FP-07
10,Abstract:,"The objective of the Second Annual Conference on Developing Educational Partnerships in the Columbia River Basin was to bring together individuals from various public and private organizations who were conducting educational programs on the Columbia River. The conference was held on March 20, 1996. Over 135 individuals attended. These individuals represented universities and colleges; federal, state, and local agencies; industry; environmental and other nonprofit groups. This conference directory was prepared specifically for individuals who attended the conference. It provides a list of conference participants, along with a brief description of their educational mission, programs, and resources."
