,MetadataField,Metadata
0,NSGL Document #:,WASHU-V-17-001
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Crab Team monitoring protocal summary
3,Author:,"Adams, Jeff"
4,,"Grason, Emily"
5,Publication Year :,2017
6,# Pages / Video Length:,33:55 minutes
7,Publication Type:,videos
8,Program Report #:,WSG-AV 17-02
9,Project #:,A/ACE-1
10,Notes:,"Published May 25, 2017"
11,URL:,https://www.you​tube.com/watch?​v=q6eo3Fs7HYc
12,Abstract:,Explanation of Crab Team protocols to monitor native salt marsh for invasive European green crab and native pocket estuary organisms.
