,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-95-030
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,"PSBA in the marine chromophyte ""Heterosigma carterae"": evolutionary analysis and comparative structure of the D1 carboxyl terminus"
3,Author:,"Hardison, Linda K."
4,,"Boczar, Barbara A."
5,,"Cattolico, Rose Ann"
6,Publication Year :,1995
7,Source Citation:,"""American Journal of Botany,"" 82(7):893-902, 1995."
8,# Pages / Video Length:,9
9,Publication Type:,reprints (peer-reviewed)
10,Program Report #:,WSG-TA 00-13
