,MetadataField,Metadata
0,NSGL Document #:,WASHU-T-98-002
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Discarding practices and unobserved fishing mortality in marine fisheries: an update
3,Author:,"Alverson, Dayton L."
4,Publication Year :,1998
5,# Pages / Video Length:,76
6,Publication Type:,technical reports/surveys​/patents
7,Program Report #:,WSG 98-06
8,Project #:,A/PC-5
9,Abstract:,"This publication evaluates the more recent bycatch and discard literature (since 1992) and updates the 1994 ""Global Assessments of fisheries Bycatch and Discards."" It considers nomenclature, reviews and provides updates for national and international discard estimates, considers recent information concerned with unobserved fishing mortality, discusses the further evolution of bycatch policy and management, with special references to developments in the United States, and comments on bycatch documentation."
