,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-80-010
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,NEW BROMOPEROXIDASE​S OF MARINE ORIGIN PARTIAL PURIFICATION AND CHARACTERIZATIO​N
3,Author:,"AHERN, TIM J"
4,,"ALLAN, GEORGE GRAHAM"
5,,"MEDCALF, DARRELL GERALD"
6,Publication Year :,1980
7,Source Citation:,"BIOCHIMICA ET BIOPHYSICA ACTA, 616( ):0329-0339, 1980"
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,WSG-TA 80-10
10,Abstract:,RHODOPHYTA;BROM​INATION;HALOGEN​ATION;CHEMICAL OCEANOGRAPHY
