,MetadataField,Metadata
0,NSGL Document #:,NHU-E-00-001
1,Sea Grant Program/Affiliate:,New Hampshire Sea Grant
2,Title:,Marine Science Careers: A Sea Grant Guide to Ocean Opportunities (Second edition)
3,Author:,"Adams, Steve"
4,,"Crago, Tracey"
5,,"DeRosa, Sheri"
6,Publication Year :,2000
7,# Pages / Video Length:,33
8,Publication Type:,educational materials
9,Program Report #:,UNHMP-G-SG-00-1
10,Project #:,M/C-1
11,Notes:,Second edition
12,URL:,http://marineca​reers.net
13,Abstract:,"This second edition of ""Marine Science Careers"" introduces a wide range of marine career fields and people working in those fields. In addition, it gives those men and women a chance to tell what they like and dislike about their careers, what they see for the future in their fields, and much more. This publication also provides some experts' views on what the future holds for marine science careers."
