,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-13-022
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Opportunistic exploitation: an overlooked pathway to extinction
3,Author:,"Branch, Trevor A."
4,,"Lobo, Aaron S."
5,,"Purcell, Steven W."
6,Publication Year :,2013
7,Source Citation:,"""Trends in Ecology and Evolution,"" 28:409-413, 2013."
8,DOI #:,10.1016/j.tree.​2013.03.003
9,# Pages / Video Length:,5
10,Publication Type:,reprints (peer-reviewed)
11,Program Report #:,WSG-TA 13-13
12,Project #:,R/COCC/SS-1
13,Abstract:,"How can species be exploited economically to extinction? Past single-species hypotheses examining the economic plausibility of exploiting rare species have argued that the escalating value of rarity allows extinction to be profitable. We describe an alternative pathway toward extinction in multispecies exploitation systems, termed 'opportunistic exploitation'. In this mode, highly valued species that are targeted first by fishing, hunting, and logging become rare, but their populations can decline further through opportunistic exploitation while more common but less desirable species are targeted. Effectively, expanding exploitation to more species subsidizes the eventual extinction of valuable species at low densities. Managers need to recognize conditions that permit opportunistic depletion and pass regulations to protect highly desirable species when exploitation can expand to other species."
