,MetadataField,Metadata
0,NSGL Document #:,WASHU-NR-17-001
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Olympic Peninsula takes regional approach to climate change adaptation
3,Author:,"Faghin, Nicole"
4,Publication Year :,2017
5,Source Citation:,"The Washington Planner Monthly Newsletter: A publication of the Washington Chapter of the American Planning Association (APAWA), Volume XXX (1): 2pp., January/Februar​y 2017"
6,# Pages / Video Length:,2
7,Publication Type:,reprints (not peer-reviewed)
8,Program Report #:,WSG-MA 17-01
9,Project #:,A/ACE-1
10,URL:,https://apawa.m​emberclicks.net​/the-​washington-​planner-​-​-​january-​february-​2017
11,Abstract:,"In 2008, Jefferson County and the City of Port Townsend entered into a joint resolution, creating a Climate ActionCommittee tasked with developing a joint Climate Action Plan (CAP) to reduce greenhouse gas emissions.Focus​ed on the mitigation side of the equation, the CAP recognized the need for a next phase to examinepossible impacts and develop adaptation strategies of climate change."
