,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-94-015
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Detailed observations of a naturally occurring shear instability
3,Author:,"Seim, Harvey E."
4,,"Gregg, Michael C."
5,Publication Year :,1994
6,Source Citation:,"""Journal of Geophysical Research,"" 99(C5):10,049-​10,073, May 15, 1994."
7,# Pages / Video Length:,25
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,WSG-TA 95-11
10,Project #:,R/OT-06
11,Abstract:,"While steaming with the current along a deep tidal channel, oceanographers had the good fortune to sample a kilometer-long set of large billows. As the billows faded on the echo sounder, attempts were made to reposition the ship for a second sampling. The current cooperated, allowing researchers to collect a second set of measurements. This paper is a detailed presentation of that fortuitous encounter. Simultaneous measurements of microstructure, acoustic backscatter, and horizontal currents provide a unique realization of energetic, naturally occurring billows."
