,MetadataField,Metadata
0,NSGL Document #:,WASHU-M-19-001
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Washington Sea Grant Map (online digital map)
3,Publication Year :,2019
4,# Pages / Video Length:,5
5,Publication Type:,"maps, atlases, charts"
6,Program Report #:,WSG-MR 19-03
7,Project #:,A/ACE-1
8,URL:,https://uw.maps​.arcgis.com/app​s/MapSeries/ind​ex.html?appid=0​5211fc34f194298​aa3855d8a25ef2e​5
9,Abstract:,"A leader in research, outreach and education for nearly 50 years, Washington Sea Grant helps people understand and address the challenges facing Washington’s ocean and coasts. This is an interactive digital map of Washington showing 23+ locations of various projects and programs with information highlighted."
