,MetadataField,Metadata
0,NSGL Document #:,WASHU-E-06-001
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Captain copepod's coloring book: plankton and ballast water
3,Author:,"Herwig, Russell"
4,,"Ferm, Nissa"
5,Publication Year :,2006
6,# Pages / Video Length:,16
7,Publication Type:,educational materials
8,Program Report #:,WSG-AS 06-04
9,Project #:,R/ES-55
10,Abstract:,This is a coloring book that serves two functions. It provides entertainment and it teaches the user about plankton and ballast water into the bargain.
