,MetadataField,Metadata
0,NSGL Document #:,WASHU-W-20-003
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,"Hui Mālama Loko Iʻa Gathering February 6-9, 2020"
3,Author:,"Poe, Melissa"
4,Publication Year :,2020
5,Source Citation:,"Indigenous Aquaculture Collaborative First Summit Meeting entitled: Hui Malala Lolo I’a Gathering 2020, February 6-9, 2020, Oahu, Hawaii"
6,# Pages / Video Length:,79
7,Publication Type:,"webinars, virtual meetings, conferences, seminars"
8,Program Report #:,WSG-MR 20-09
9,Project #:,A/ACE-1
10,Notes:,photo voice project
11,Abstract:,"Washington Sea Grant introduced members of the Indigenous Aquaculture Collaborative with a slide presentation introducing each participating member. Through this presentation they share their voices for the first time at the Collaborative’s first summit meeting entitled Hui Malala Lolo I’a on February 6, 2020."
