,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-79-022
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,"PHOTOSYNTHESIS AND RESPIRATION IN A FAST GROWING STRAIN OF ""GIGARTINA EXASPERATA"""
3,Author:,"MERRILL, JOHN E"
4,,"WAALAND, J ROBERT"
5,Publication Year :,1979
6,Source Citation:,"JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY, 39( ):0281- 0290, 1 979"
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,WSG-TA 79-26
9,Abstract:,PHOTOSYNTHESIS;​RESPIRATION;RED​ ALGAE
