,MetadataField,Metadata
0,NSGL Document #:,WASHU-W-84-001
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,El Nino north: Nino effects in the eastern subarctic Pacific Ocean
3,Editor :,"Wooster, Warren S."
4,,"Fluharty, David L."
5,Publication Year :,1985
6,Source Citation:,"""Papers from a meeting on Nino effects,"" Seattle, Washington, Septembe r 12-13, 1984."
7,# Pages / Video Length:,312
8,Publication Type:,conference/work​shop proceedings
9,Program Report #:,WSG-WO 85-3
10,Project #:,A/PC-7
11,URL:,http://nsgl.gso​.uri.edu/washu/​washuw84001/was​huw84001index.h​tml
12,Abstract:,plankton;nekton​;seabird;salmon​;fish;climate
13,,"Twelve of the papers here deal with the physical environment: Northern Hemisphere atmospheric responses, effects on the Kuroshio, and specific events or anomalies as observed off western North America. Twelve more deal with biological effects, particularly changes in plankton and nekton distributions, new records and sightings, and pattern changes in recruitment and reproduction of fishes and birds."
