,MetadataField,Metadata
0,NSGL Document #:,PRU-R-99-002
1,Sea Grant Program/Affiliate:,Puerto Rico Sea Grant
2,Title:,Modeling marine reserves
3,Author:,"Nowlis, Joshua Sladek"
4,Publication Year :,1999
5,Source Citation:,"""Strategies for Developing and Applying Marine Protected Area Science in Puget Sound/Georgia Basin,"" Workshop, Lori Scinto, (ed.), p. 8-15, Bellingham, Washington, May 17-18, 1999."
6,# Pages / Video Length:,8
7,Publication Type:,reprints (not peer-reviewed)
8,Program Report #:,PRU-R-99-(2)
9,Project #:,R-31-3-98
