,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-13-020
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,"The legal, regulatory, and institutional evolution of fishing cooperatives in Alaska and the West Coast of the United States"
3,Author:,"Alessi, Michael"
4,,"Sullivan, Joseph M."
5,,"Hilborn, Ray"
6,Publication Year :,2013
7,Source Citation:,"""Marine Policy,"" 43:217-225, 2013."
8,DOI #:,10.1016/j.marpo​l.2013.06006
9,# Pages / Video Length:,9
10,Publication Type:,reprints (peer-reviewed)
11,Program Report #:,WSG-TA 13-17
12,Project #:,R/COCC/SS-1
