,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-96-012
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,A fundamental approach for biosensor characterizatio​n
3,Author:,"Furlong, Clement E."
4,,"Woodbury, Richard G."
5,,"Clendenning, James"
6,,"Mahairas, Gregory"
7,,"Yee, Sinclair S."
8,Publication Year :,1996
9,Source Citation:,"""Proceedings of Sensors Expo,"" pp. 353-356, Philadelphia, Pennsylvania, October 22-24, 1996."
10,# Pages / Video Length:,4
11,Publication Type:,reprints (not peer-reviewed)
12,Program Report #:,WSG-TA 99-32
13,Project #:,R/B-12
14,Abstract:,Biosensors provide a unique opportunity to couple the sensitivity and selectivity of biological molecules to the convenience of measurement with modern electronic instruments. A general approach to the use of proteins for providing analyte specificity to surface plasmon resonance sensors and other biosensors is discussed. Approaches for identifying and producing the desired proteins are described.
