,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-01-037
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Origin and genetic diversity of ""Spartina anglica"" (Poaceae) using nuclear DNA markers"
3,Author:,"Ayres, Debra R."
4,,"Strong, Donald R."
5,Publication Year :,2001
6,Source Citation:,"""American Journal of Botany,"" 88(10):1863-​1867, 2001."
7,# Pages / Video Length:,5
8,Publication Type:,reprints (peer-reviewed)
9,Project #:,R/CZ-176
10,Abstract:,"""Spartina alterniflora"", introduced into the UK in the 1800s, was the seed parent in an interspecific hybridization with ""S. maritima"". The sterile F1 hybrid ""S. x townsendii"" gave rise to the fertile allopolyploid ""S. anglica"" by chromosomal doubling. In this study the authors explore the hybrid origin of ""S. x townsendii"" and ""S. anglica"", survey worldwide populations of ""S. anglica"" for genetic variation to evaluate the likelihood of multiple origins, and distinguish the lineage of the female parent using nuclear DNA markers."
