,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-84-027
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"SCIENTISTS, ENTREPRENEURS, AND THE P[OLICY PROCESS: A STUDY OF THE POST-1945 CALIFORNIA SARDINE DEPLETION"
3,Author:,"MC EVOY, ARTHUR F"
4,,"SCHEIBER, HARRY N"
5,Publication Year :,1984
6,Source Citation:,"JOURNAL OF ECONOMIC HISTORY, 44(02):0393-​0406, JUNE 1984"
7,Publication Type:,reprints (peer-reviewed)
8,Project #:,R/MA-13
9,Abstract:,SARDINE;CALIFOR​NIA;POLICY;ECON​OMIC
