,MetadataField,Metadata
0,NSGL Document #:,HUMSC-N-71-001
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Trident (Volume 1, Number 1 and 2, 1971)"
3,Author:,"Monroe, Gary"
4,Editor :,"Smith, Gary"
5,,"Meglemre, Janet"
6,Publication Year :,1971
7,Publisher:,"Marine Advisory Extension Service, Humboldt State College, Arcata, CA"
8,# Pages / Video Length:,14
9,Publication Type:,periodicals
10,Notes:,"Two newsletter issues include Volume 1, Number 1, Winter quarter and Volume 1, Number 2, Spring quarter 1971."
11,Abstract:,"This newsletter is published quarterly by the Marine Advisory-​Extension Service, Humboldt State College, Arcata, California with funding from the NOAA Sea Grant Program. Sea Grant history; Fishermen training program."
