,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-92-062
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Late holocene stratigraphy and paleoseismicity​, Humboldt Bay, California"
3,Author:,"Valentine, David"
4,,"Vick, Greg"
5,,"Carver, Gary"
6,,"Manhart, Christine Shivelle"
7,Publication Year :,1992
8,Source Citation:,"""Pacific Cell, Friends of the Pleistocene: Guidebook for the Field Trip to Northern Coastal California,"" R. M. Burke and G. A. Carver, pp. 182-187, June 1992."
9,# Pages / Video Length:,6
10,Publication Type:,reprints (peer-reviewed)
11,Project #:,R/CZ-88
12,,R/CZ-86
13,Abstract:,"Late Holocene stratigraphy representing rapid episodic subsidence due to large magnitude earthquakes is found in synclines of Humboldt Bay, California. These synclines are onshore structures associated with the Cascadia subduction zone fold and thrust belt, which bends eastward in Northern California. In the axes of the synclines, repeated sequences of intertidal muds overlying tidal-marsh to wetland peat deposits represent episodes of rapid submergence followed by gradual emergence. Observations of the contacts between the peats and overlying muds are abrupt (<1 cm). The rapid submergence is interpreted to represent coseismic subsidence associated with large magnitude earthquakes."
