,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-98-038
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Alongshore momentum balances in the nearshore
3,Author:,"Feddersen, Falk"
4,,"Guza, R. T."
5,Publication Year :,1998
6,Source Citation:,"""Journal of Geophysical Research,"" 103(C8):15,667- 15,676, July 15, 1998."
7,# Pages / Video Length:,10
8,Publication Type:,reprints (peer-reviewed)
9,Project #:,R/OE-31
10,Abstract:,"The one-​dimensional, time-averaged alongshore momentum balance between forcing by wind and breaking waves and the bottom stress is examined with field observations spanning a wide range of conditions on a barred beach. Horizontal currents were measured and bottom stress, wave radiation stress, and wind stress were estimated from other data."
