,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-91-077
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"New alkaloids from an Indian species of ""Zoanthus"""
3,Author:,"Sullivan, Brian W."
4,,"Faulkner, D. John"
5,,"Rao, Ch. Bheemasankara"
6,,"Rao, D. Venkata"
7,,"Raju, Vegesna S. N."
8,Publication Year :,1991
9,Source Citation:,"""Bioactive Compounds from Marine Organisms,"" M-F. Thompson, et al. (eds.), pp. 219-224, 1991."
10,# Pages / Video Length:,6
11,Publication Type:,reprints (peer-reviewed)
12,Project #:,R/MP-46
13,Abstract:,"The chemical constituents of a colonial zoanthid of the genus ""Zoanthus"" were investigated as part of a program to study toxic marine organisms from the Visakhapatnam coast of India. The colonial zoanthids, which occur as dense mats on intertidal rocks, can eject jets of water when they are squashed or otherwise disturbed. If the spray comes into contact with a victim's eyes, it immediately causes tears followed by prolonged redness and pain; irritant effects can last for up to a week and are not limited to this species alone. A series of alkaloids called zoanthamines was isolated that were presumed to cause the irritant effects, but these compounds are now known to act as anti-​inflammatory agents. The zoanthamines comprise a new class of alkaloids."
