,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-01-005
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Habitat utilization and alteration by the invasive burrowing isopod, ""Sphaeroma quoyanum,"" in California salt marshes"
3,Author:,"Talley, T. S."
4,,"Crooks, J. A."
5,,"Levin, L. A."
6,Publication Year :,2001
7,Source Citation:,"""Marine Biology,"" 138:561-573, 2001."
8,# Pages / Video Length:,13
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,R/CZ-150
11,Abstract:,"Alteration of sedimentary environments through structure formation and burrowing can have dramatic effects on coastal habitats. This study examines modification of channel bank and marsh edge habitat by the burrowing Australasian isopod ""Sphaeroma quoyanum"" in created and natural salt marshes of San Diego Bay and San Francisco Bay. Abundance and distribution patterns of this crustacean, its relationships with habitat characteristics​, and its effects on sediment properties and bank erosion were examined seasonally, and in several marsh microhabitats."
