,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-03-008
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Evaluation of recreational health risk in coastal waters based on enterococcus densities and bathing patterns
3,Author:,"Turbow, David J."
4,,"Osgood, Nathaniel D."
5,,"Jiang, Sunny C."
6,Publication Year :,2003
7,Source Citation:,"""Environmental Health Perspectives,"" 111(4):598-603, April 2003."
8,# Pages / Video Length:,5
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,R/C-46PD
11,Abstract:,"This study employed a simulation model to compute the incidences of highly credible gastrointestina​l illness (HCGI) in recreational bathers at two intermittently contaminated beaches of Orange County, California. Assumptions regarding spatial and temporal bathing patterns were used to determine exposure levels over a 31-month study period. Illness rates were calculated by applying previously reported relationships between enterococcus density and HCGI risk to the exposure data. Peak enterococcus concentrations occurred in late winter and early spring, but model results showed that most HCGI cases occurred during summer, attributable to elevated number of exposures. Tolerable risk thresholds were exceeded for 27 total days and periods of at least 6 consecutive days."
