,MetadataField,Metadata
0,NSGL Document #:,CUIMR-L-93-003
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Training and merchandising resources for seafood retailers
3,Author:,"Tom, Pamela D."
4,,"Price, Robert J."
5,Publication Year :,1993
6,# Pages / Video Length:,14
7,Publication Type:,directories/bib​liographies/ind​exes
8,Program Report #:,UCSGEP 93-5
9,Project #:,A/EA-1
10,Notes:,"Sci. & Technol., Univ. of California, Davis CA 95616-8598."
11,Abstract:,"This publication lists a variety of training and merchandising resouces available to seafood retailers, including almost 100 publications; food safety information hotlines; posters and signs, slide sets and transparencies; and nearly 50 videotapes."
