,MetadataField,Metadata
0,NSGL Document #:,WISCU-R-91-016
1,Sea Grant Program/Affiliate:,Wisconsin Sea Grant
2,Title:,Ice engineering design for marinas
3,Author:,"Wortley, C. Allen"
4,Publication Year :,1991
5,Source Citation:,"""Proceedings of the World Marinas '91, First International Conference,"" pp. 524-533, Long Beach, California, September 4-8, 1991."
6,# Pages / Video Length:,10
7,Publication Type:,reprints (not peer-reviewed)
8,Program Report #:,WIS-SG-91-933
9,Project #:,A/AS-20
10,Abstract:,"Northern marinas must be designed for the effects of ice and winter conditions. Marina sites, although themselves specific, experience forces and actions that can be predicted and generalized for design. Criteria and strategies for design of marinas and structures in northern climates are presented. Included are estimates of horizontal and vertical forces, structural and flotation dock arrangements, deicing systems, and moveable/remove​able constructions. Comparisons of strategies available to designers can be rationally made, and safe, economical docks can be constructed."
