,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-85-062
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Degradation of functional integrity during long-term storage of a freeze-dried biological membrane
3,Author:,"Mouradian, Robert"
4,,"Womersley, Christopher"
5,,"Crowe, Lois M."
6,,"Crowe, John H."
7,Publication Year :,1985
8,Source Citation:,"""Cryobiology,"" 22:119-127, 1985."
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,RA/47
11,Abstract:,"Trehalose and several other carbohydrates are capable of stabilizing the structure and function of isolated biological membranes during lyophilization. In this paper the results of investigations into the long-term stability of the lyophilized membrane-​carbohydrate mixtures are described. The effects of varying water content, oxygen level, and light on the rates of oxidation, browning, and degradation of biological activity were reported. The efficiency with which three carbohydrates stabilized membrane structure was also reported, with glucose shown to be less efficient than maltose or trehalose. Efficiency of preservation could be maximized by storage under conditions of low oxygen, low humidity, and dark, and by the inclusion of high levels of trehalose."
