,MetadataField,Metadata
0,NSGL Document #:,CASG-G-08-004
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Demostracion de pinturas no toxicas para barcos: progreso al largo plazo actualizado 2007
3,Author:,"Gonzalez, Jamie A."
4,,"Johnson, Leigh T."
5,,"Daniels, Jennie (translator)"
6,,"Alvarez, Cesar (translateor)"
7,Publication Year :,2008
8,# Pages / Video Length:,2
9,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
10,Program Report #:,UCSGEP-SD Fact Sheet 08-2S
11,Project #:,A/E-1
12,Notes:,-NT- Nontoxic hull coating field demonstration: long-term performance 2007 update (English title); see CASG-G-07-023 for English version.
13,Abstract:,"En 2002-2003, el Programa de Extension de Sea Grant de la Universidad de California hizo una demostracion de pinturas no toxicas aplicadas a los cascos de seis barcos. Se aplicaron tres tipos de pinturas no toxicas - epoxidica de dos partes, epoxidica - ceramica y goma-silicona - a un barco de motor y un velero para cada tipo de pintura. Durante el proyecto, juntamos datos de cada barco: el estado de la pintura, la cantidad de organismos adheridos al casco y el metodo de limpieza. Le pedimos a los duenos de los barcos que nos dieran reportes anuales sobre los barcos durante 2003-2007. Los comentarios mostrados abajo respeto a los barcos con recubrimientos de resina epox�dica-​ceramica y resina epox�dica se basan en conversaciones anuales con los due�os de estos barcos y los astilleros donde reciben servicios. Las conversaciones m�s recientes fueron en octubre de 2007. Los comentarios sobre los recubrimientos de goma-silicona se basan en conversaciones con los duenos de los barcos en los ultimos meses de 2003. Los comentarios reflejan las experiencias con un numero de barcos limitado, no es una recomendaci�n para las pinturas. Six vessels took part in the UC Sea Grant Extension Program's field demonstration of nontoxic boat bottom coatings from 2002-2003. Three coatings - a two-part epoxy, a ceramic-epoxy and a silicone-rubber - were each applied to a powerboat and a sailboat. Throughout the project we collected data on the status of the coatings, fouling and hull cleaning. We asked the owners for annual performance reports during 2003-2007. Comments shown below regarding boats with epoxy and ceramic-epoxy coatings are based on annual discussions with the owners or boatyard operators that service the their boats. The most recent discussions were in October 2007. Comments regarding boats with silicone-rubber coatings are based on late 2003 discussions with their owners. Comments reflect owners' experiences with a limited number of boats and are not a recommendation or endorsement of the coatings."
