,MetadataField,Metadata
0,NSGL Document #:,WASHU-W-88-003
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,RIDGE: sea-going experiments workshop final report
3,Author:,"Spiess, F. N. (convenor)"
4,,"McDuff, R. E. (convenor)"
5,Publication Year :,1988
6,Source Citation:,"La Jolla, California, May 11-13, 1988."
7,# Pages / Video Length:,81
8,Publication Type:,conference/work​shop proceedings
9,Program Report #:,WSG-MR 89-3
10,Abstract:,"A workshop on sea-going experiments and long-term observations was convened as part of the RIDGE program. The goals of the workshop were (1) to involve a large segment of the scientific community in identifying experimental approaches and innovative technology relevant to the scientific objectives of RIDGE, and (2) to provide written material to aid the RIDGE steering committee in preparing an initial plan for action. The group agreed that a productive format would be for subgroups to focus on experiments concerning particular phenomena within certain spatial contexts. Each subgroup prepared a working document during the meeting; these subgroup reports constitute the core of this workshop report."
