,MetadataField,Metadata
0,NSGL Document #:,CASG-WR-08-018
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Mining and Extending the Salinispora Secondary Metabolome
3,Author:,"Moore, Bradley S."
4,Publication Year :,2008
5,Source Citation:,"""2008 Annual Meeting of the Society For Industrial Microbiology,"" San Diego, California, August 2008."
6,# Pages / Video Length:,1
7,Publication Type:,reprints (not peer-reviewed)
8,Project #:,R/NMP-98
9,Abstract:,"The genus Salinispora is notable for its ability to produce a spectacular array of potent natural products.1 Total genome sequencing of two species, S. tropica and S. arenicola, revealed that these marine actinomycete bacteria dedicate a large percentage at 10-15% of its genomic capacity to the synthesis of natural products.2 This presentation will focus on the genomic mining of new chemical entities from Salinispora and the extension of its biosynthetic capacity to small molecules through genetic engineering of established pathways (i.e., salinosporamide​, sporolide and cyclomarin).3-5"
