,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-84-079
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Pharmacological properties of a marine natural product, stypoldione, obtained from the brown alga ""Stypopodium zonale"""
3,Author:,"O'Brien, E. Timothy"
4,,"White, Steven"
5,,"Jacobs, Robert S."
6,,"Boder, George B."
7,,"Wilson, Leslie"
8,Publication Year :,1984
9,Source Citation:,"""Hydrobiologia,​"" 116/117:141-​145, 1984."
10,# Pages / Video Length:,5
11,Publication Type:,reprints (peer-reviewed)
12,Project #:,R/MP-31
13,Abstract:,"seaweed, microtubule assembly, antitumor activity, tubulin, colchicine, vinblastine, Phaeophyceae"
14,,****NO ABSTRACT****
