,MetadataField,Metadata
0,NSGL Document #:,MIT-R-92-014
1,Sea Grant Program/Affiliate:,MIT Sea Grant
2,Title:,"A small, long-range autonomous vehicle for deep ocean exploration"
3,Author:,"Bellingham, J. G."
4,,"Goudey, C. A."
5,,"Consi, T. R."
6,,"Chryssostomidis​, C."
7,Publication Year :,1992
8,Source Citation:,"""Proceedings of the Second International Offshore and Polar Engineering Conference,"" San Francisco, California, June 14-19, 1992."
9,# Pages / Video Length:,9
10,Publication Type:,reprints (not peer-reviewed)
11,Program Report #:,MITSG 93-18J
12,Project #:,RU-20
13,Abstract:,"An autonomous underwater vehicle (AUV) designed for survey and exploration operations to depths of 6000 m is described. The vehicle is designed for full autonomy but will also be capable of remote operation via an acoustic link in a supervisory control mode. At abyssal depths, elimination of the tether required for towed platform and remotely operated vehicle operations results in a comparatively high-speed, maneuverable platform for near-bottom surveys. The light weight (under 200 kg) and minimal surface support requirements allow the vehicle to operate from virtually any ship of opportunity. The vehicle's low cost, under $50,000, opens the door to multiple vehicle operations for greatly increased survey rates."
