,MetadataField,Metadata
0,NSGL Document #:,CASG-R-06-024
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,High-speed photography of the development of microdamage in trabecular bone during compression
3,Author:,"Thurner, Philipp J."
4,,"Erickson, Blake"
5,,"Schriock, Zachery"
6,,"Langan, John"
7,,"Scott, Jeff"
8,,"Zhao, Maria"
9,,"Weaver, James C."
10,,"Fantner, Georg E."
11,,"Turner, Patricia"
12,,"Kindt, Johannes H."
13,,"Schitter, Georg"
14,,"Morse, Daniel E."
15,,"Hansma, Paul K."
16,Publication Year :,2006
17,Source Citation:,"""Materials Research Society,"" 21(5):1093-​1100, May 2006."
18,# Pages / Video Length:,8
19,Publication Type:,reprints (peer-reviewed)
20,Project #:,R/MP-95F
21,Abstract:,"The mechanical properties of healthy and diseased bone tissue were extensively studied in mechanical tests. Most of this research was motivated by the immense costs of health care and social impacts due to osteoporosis in post-menopausal women and the aged. Osteoporosis results in bone loss and change of trabecular architecture, causing a decrease in bone strength. To address the problem of assessing local failure behavior of bone, we combined mechanical compression testing of trabecular bone samples with high-speed photography. In this exploratory study, we investigated healthy, osteoarthritic, and osteoporotic human vertebral trabecular bone compressed at high strain rates. Apparent strains were found to transfer into to a broad range of local strains. Strained trabeculae were seen to whiten with increasing strain. Comparison of whitened regions seen in high-speed photography sequences with scanning electron micrographs showed that the observed whitening was due to the formation of microcracks. From the results of a motion energy filter applied to the recorded movies, we saw that the whitened areas are, presumably, also areas of high deformation. In summary, high-speed photography allows the detection of microdamage in real time, leading toward a better understanding of the local processes involved in bone failure."
