,MetadataField,Metadata
0,NSGL Document #:,CASG-WR-07-008
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Salinispora, prolific natural product-​producing bacteria from the Sea"
3,Author:,"Moore, Bradley S."
4,Publication Year :,2007
5,Source Citation:,"""VAAM Workshop on the Biology of Bacteria Producing Natural Products,"" Saarbrueken, Germany, October 2007."
6,# Pages / Video Length:,1
7,Publication Type:,reprints (not peer-reviewed)
8,Project #:,R/NMP-98
9,Abstract:,"Recent fermentation studies have identified actinomycetes of the marine-dwelling genus Salinispora as prolific natural product producers. Sequence analysis of the 5.2 Mb S. tropica CNB-440 and 5.7 Mb S. arenicola CNS-205 circular genomes revealed complex and diverse secondary metabolomes rivaling the soil-dwelling streptomycetes, which produce the majority of the natural antibiotics. Both genomes feature polyketide synthase systems of every known formally classified family, nonribosomal peptide synthetases and several hybrid systems. The crosstalk between natural product chemistry, genomics and bioinformatics facilitated the discovery of new chemical entities and enzymatic processes as well as new approaches inspired by natural product biosynthesis to aid genome finishing of highly repetitive regions."
