,MetadataField,Metadata
0,NSGL Document #:,CUIMR-G-94-005
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Toxinas marinas naturales (Spanish only)
3,Author:,"Price, Robert J."
4,,"Hansgen, Kenneth H."
5,,"Langlois, Gregg W."
6,Publication Year :,1994
7,# Pages / Video Length:,2
8,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
9,Program Report #:,UCSGEP 94-9
10,Project #:,A/EA-1
11,Notes:,Revised December 1994; English version CUIMR-G-94-002
12,Abstract:,****NO ABSTRACT****
