,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-99-023
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,An introduced sabellid polychaete pest infesting cultured abalones and its potential spread to other California gastropods
3,Author:,"Kuris, Armand M."
4,,"Culver, Carolynn S."
5,Publication Year :,1999
6,Source Citation:,"""Invertebrate Biology,"" 118(4):391-403, 1999."
7,# Pages / Video Length:,13
8,Publication Type:,reprints (peer-reviewed)
9,Project #:,R/CZ-147
10,Abstract:,"Commercial abalone mariculture facilities in southern California have been affected by a sabellid polychaete that infests shells of red abalones, among other gastropods. The worm has been described as a new genus and species, ""Terebrasabella heterouncinata""​. Here researchers report initial observations on its life cycle, mode and rate of infestation, effect on abalone shell growth, and host specificity. These sabellid worms may have a unique mechanism to promote tube formation by the secretory activities of the mantle, thereby evading the primary apertural fouling defense mechanism of their hosts."
